Invoice ID,Invoice Number,Invoice Date,Invoice Status,Customer ID,Due Date,Discount (%),Sub Total (BCY),Discount Amount,Adjustment (BCY),Total (BCY),Sales Person ID,Created Time,Quote ID,Age In Days,Age Tier,Balance (BCY),Purchase Order#,Exchange Rate,Write Off Amount (BCY),Last Modified Time,Discount Amount (BCY),Discount Amount (FCY),Transaction Type,Status,Bill ID
9465000013377779,MTE-7210,13 Apr 2025,Closed,9465000006043116,13 Apr 2025,0.00%,SAR 374.78,SAR 0.00K,SAR 0.00,431.00,9465000006350932,2025-04-13 15:33:38,,103,4. 91 - 180 days,0.00,,1.00,SAR 10.00,2025-04-20 09:11:56,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007113535,MTE-6057,29 Dec 2024,Closed,9465000006792501,29 Dec 2024,0.00%,SAR 352.17,SAR 0.00K,SAR 0.00,405.00,9465000006350932,2024-12-29 13:08:52,,208,5. Above 180 days,0.00,,1.00,SAR 10.00,2025-01-05 10:54:09,SAR 0.00,SAR 0.00,invoice,Closed,
9465000000158141,MTE-4085,05 Aug 2024,Closed,9465000000117866,05 Aug 2024,0.00%,"SAR 1,565.21",SAR 0.00K,SAR 0.00,"1,800.00",9465000000162172,2024-08-05 12:25:58,,354,5. Above 180 days,0.00,,1.00,SAR 10.00,2024-09-18 18:37:42,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003384130,MTE-4591,10 Sep 2024,Closed,9465000000105335,10 Sep 2024,0.00%,"SAR 3,847.61",SAR 0.00K,SAR 0.00,"4,425.00",9465000000133536,2024-09-10 16:32:31,,318,5. Above 180 days,0.00,,1.00,SAR 9.00,2024-09-21 13:26:11,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007217652,MTE-6158,05 Jan 2025,Closed,9465000006043116,05 Jan 2025,0.00%,"SAR 1,260.00",SAR 0.00K,SAR 0.00,"1,449.00",9465000006350932,2025-01-05 18:57:52,,201,5. Above 180 days,0.00,,1.00,SAR 9.00,2025-01-17 09:27:03,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003111011,MTE-4427,27 Aug 2024,Closed,9465000000105335,27 Aug 2024,0.00%,"SAR 2,702.25",SAR 0.00K,SAR 0.00,"3,108.00",9465000000133536,2024-08-27 20:16:15,,332,5. Above 180 days,0.00,,1.00,SAR 8.00,2024-09-21 13:25:49,SAR 0.00,SAR 0.00,invoice,Closed,
9465000004602774,MTE-5237,15 Oct 2024,Closed,9465000000108019,15 Oct 2024,0.00%,SAR 426.10,SAR 0.00K,SAR 0.00,490.00,9465000000133536,2024-10-15 08:56:50,,283,5. Above 180 days,0.00,,1.00,SAR 8.00,2024-11-03 12:48:35,SAR 0.00,SAR 0.00,invoice,Closed,
9465000004566316,MTE-5205,13 Oct 2024,Closed,9465000000106655,13 Oct 2024,0.00%,SAR 964.82,SAR 0.00K,SAR 0.00,"1,098.00",9465000000133536,2024-10-13 14:42:27,,285,5. Above 180 days,0.00,,1.00,SAR 8.00,2024-11-03 12:41:23,SAR 0.00,SAR 0.00,invoice,Closed,
9465000010183302,MTE-6712,25 Feb 2025,Closed,9465000009755421,25 Feb 2025,0.00%,SAR 476.52,SAR 0.00K,SAR 0.00,548.00,9465000006350932,2025-02-25 12:29:25,,150,4. 91 - 180 days,0.00,,1.00,SAR 8.00,2025-03-01 10:30:52,SAR 0.00,SAR 0.00,invoice,Closed,
9465000000117455,OPENING BALANCE - 0008,03 Aug 2024,Closed,9465000000106457,03 Aug 2024,0.00%,SAR 419.00,SAR 0.00K,SAR 0.00,419.00,9465000000133536,2024-08-03 11:46:36,,356,5. Above 180 days,0.00,,1.00,SAR 7.00,2024-09-21 10:41:55,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007165373,MTE-6103,31 Dec 2024,Closed,9465000005773053,31 Dec 2024,0.00%,"SAR 3,484.69",SAR 0.00K,SAR 0.00,"4,007.00",9465000000162172,2024-12-31 13:45:38,9465000007135962,206,5. Above 180 days,0.00,,1.00,SAR 7.00,2025-04-06 10:03:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013419917,MTE-7204,13 Apr 2025,Closed,9465000000105731,13 Apr 2025,0.00%,"SAR 1,242.80",SAR 0.00K,SAR 0.00,"1,429.00",9465000000162172,2025-04-13 14:33:25,,103,4. 91 - 180 days,0.00,,1.00,SAR 7.00,2025-04-30 10:33:04,SAR 0.00,SAR 0.00,invoice,Closed,
9465000012168121,MTE-6915,17 Mar 2025,Closed,9465000009755421,17 Mar 2025,0.00%,SAR 471.30,SAR 0.00K,SAR 0.00,542.00,9465000006350932,2025-03-17 21:42:57,,130,4. 91 - 180 days,0.00,,1.00,SAR 7.00,2025-03-24 10:14:10,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015448420,MTE-7755,19 May 2025,Closed,9465000014556250,03 Jun 2025,0.00%,SAR 779.57,SAR 0.00K,SAR 0.00,897.00,9465000006350932,2025-05-19 22:36:39,,67,3. 61 - 90 days,0.00,,1.00,SAR 7.00,2025-06-11 13:44:58,SAR 0.00,SAR 0.00,invoice,Closed,
9465000009556175,MTE-6540,09 Feb 2025,Closed,9465000009318054,09 Feb 2025,0.00%,SAR 414.79,SAR 0.00K,SAR 0.00,477.00,9465000006350932,2025-02-09 15:48:32,,166,4. 91 - 180 days,0.00,,1.00,SAR 7.00,2025-02-21 18:13:33,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013824311,MTE-7301,21 Apr 2025,Closed,9465000009755421,21 Apr 2025,0.00%,SAR 671.30,SAR 0.00K,SAR 0.00,772.00,9465000006350932,2025-04-21 22:21:19,,95,4. 91 - 180 days,0.00,,1.00,SAR 7.00,2025-04-26 16:22:06,SAR 0.00,SAR 0.00,invoice,Closed,
9465000001047393,MTE-4183,11 Aug 2024,Closed,9465000000105555,11 Aug 2024,0.00%,"SAR 1,761.72",SAR 0.00K,SAR 0.00,"2,026.00",9465000000133536,2024-08-11 22:49:51,,348,5. Above 180 days,0.00,,1.00,SAR 6.00,2024-09-21 14:55:23,SAR 0.00,SAR 0.00,invoice,Closed,
9465000010522085,MTE-6738,01 Mar 2025,Closed,9465000006043116,01 Mar 2025,0.00%,SAR 970.33,SAR 0.00K,SAR 0.00,"1,116.00",9465000006350932,2025-03-01 16:27:33,,146,4. 91 - 180 days,0.00,,1.00,SAR 6.00,2025-03-13 19:50:52,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015900828,MTE-7986,01 Jun 2025,Closed,9465000012076539,01 Jun 2025,0.00%,"SAR 1,053.05",SAR 0.00K,SAR 0.00,"1,211.00",9465000006350932,2025-06-01 18:43:44,,54,2. 31 - 60 days,0.00,,1.00,SAR 6.00,2025-06-27 16:03:43,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007223471,MTE-6143,04 Jan 2025,Closed,9465000006854290,04 Jan 2025,0.00%,"SAR 1,522.62",SAR 0.00K,SAR 0.00,"1,751.00",9465000006350932,2025-01-04 20:58:44,,202,5. Above 180 days,0.00,,1.00,SAR 6.00,2025-01-13 13:20:53,SAR 0.00,SAR 0.00,invoice,Closed,
9465000008790313,MTE-6411,28 Jan 2025,Closed,9465000000104323,28 Jan 2025,0.00%,"SAR 1,484.45",SAR 0.00K,SAR 0.00,"1,707.00",9465000000133538,2025-01-28 13:49:47,,178,4. 91 - 180 days,0.00,,1.00,SAR 6.00,2025-05-14 14:48:23,SAR 0.00,SAR 0.00,invoice,Closed,
9465000001756771,MTE-4280,18 Aug 2024,Closed,9465000000110439,18 Aug 2024,0.00%,SAR 501.17,SAR 0.00K,SAR 0.00,576.00,9465000000133538,2024-08-18 10:14:01,,341,5. Above 180 days,0.00,,1.00,SAR 6.00,2024-09-22 16:37:50,SAR 0.00,SAR 0.00,invoice,Closed,
9465000008635318,MTE-6354,25 Jan 2025,Closed,9465000000105731,25 Jan 2025,0.00%,"SAR 1,891.84",SAR 0.00K,SAR 0.00,"2,176.00",9465000000133536,2025-01-25 18:23:02,,181,5. Above 180 days,0.00,,1.00,SAR 6.00,2025-02-06 09:24:37,SAR 0.00,SAR 0.00,invoice,Closed,
9465000019460742,MTE-8580,07 Jul 2025,Closed,9465000009755421,07 Jul 2025,0.00%,SAR 466.09,SAR 0.00K,SAR 0.00,536.00,9465000006350932,2025-07-07 22:16:01,,18,1. 0 - 30 days,0.00,,1.00,SAR 6.00,2025-07-12 17:42:58,SAR 0.00,SAR 0.00,invoice,Closed,
9465000010907184,MTE-6749,02 Mar 2025,Closed,9465000000108063,02 Mar 2025,0.00%,"SAR 2,300.58",SAR 0.00K,SAR 0.00,"2,646.00",9465000000133536,2025-03-02 13:47:35,,145,4. 91 - 180 days,0.00,,1.00,SAR 6.00,2025-05-14 14:45:44,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013244536,MTE-7131,07 Apr 2025,Closed,9465000013375141,07 Apr 2025,0.00%,SAR 787.83,SAR 0.00K,SAR 0.00,906.00,9465000006350932,2025-04-07 15:37:38,,109,4. 91 - 180 days,0.00,,1.00,SAR 6.00,2025-04-11 15:37:10,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007160601,MTE-6097,31 Dec 2024,Closed,9465000006741162,31 Dec 2024,0.00%,SAR 854.75,SAR 0.00K,SAR 0.00,983.00,9465000006350932,2024-12-31 12:05:09,,206,5. Above 180 days,0.00,,1.00,SAR 5.00,2025-01-05 10:55:24,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017290380,MTE-8304,22 Jun 2025,Closed,9465000011532607,22 Jun 2025,0.00%,"SAR 1,326.09",SAR 0.00K,SAR 0.00,"1,525.00",9465000006350932,2025-06-22 14:52:47,,33,2. 31 - 60 days,0.00,,1.00,SAR 5.00,2025-06-28 09:56:12,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003934259,MTE-4910,28 Sep 2024,Closed,9465000000110439,28 Sep 2024,0.00%,SAR 433.92,SAR 0.00K,SAR 0.00,499.00,9465000000133540,2024-09-28 12:20:39,,300,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-10-06 14:14:02,SAR 0.00,SAR 0.00,invoice,Closed,
9465000001976660,MTE-4305,19 Aug 2024,Closed,9465000000107095,19 Aug 2024,0.00%,SAR 855.57,SAR 0.00K,SAR 0.00,984.00,9465000000133536,2024-08-19 15:15:23,,340,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-09-21 13:31:34,SAR 0.00,SAR 0.00,invoice,Closed,
9465000005745225,MTE-5606,09 Nov 2024,Closed,9465000000106677,09 Nov 2024,0.00%,"SAR 2,847.50",SAR 0.00K,SAR 0.00,"3,275.00",9465000000133536,2024-11-09 20:05:03,,258,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-11-15 14:08:00,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015573819,MTE-7847,25 May 2025,Closed,9465000013881638,25 May 2025,0.00%,SAR 520.87,SAR 0.00K,SAR 0.00,599.00,9465000006350932,2025-05-25 20:40:35,,61,3. 61 - 90 days,0.00,,1.00,SAR 5.00,2025-06-11 13:46:41,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003462958,MTE-4607,11 Sep 2024,Closed,9465000003462927,11 Sep 2024,0.00%,SAR 843.17,SAR 0.00K,SAR 0.00,970.00,9465000000133536,2024-09-11 17:14:48,,317,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-09-21 13:19:21,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003250513,MTE-4516,04 Sep 2024,Closed,9465000000106105,04 Sep 2024,0.00%,SAR 671.49,SAR 0.00K,SAR 0.00,772.00,9465000000133536,2024-09-04 16:13:52,,324,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-09-21 12:39:22,SAR 0.00,SAR 0.00,invoice,Closed,
9465000005053777,MTE-5423,27 Oct 2024,Closed,9465000000105819,27 Oct 2024,0.00%,"SAR 1,303.47",SAR 0.00K,SAR 0.00,"1,499.00",9465000000133536,2024-10-27 12:57:19,,271,5. Above 180 days,0.00,,1.00,SAR 5.00,2025-01-02 09:51:06,SAR 0.00,SAR 0.00,invoice,Closed,
9465000012253001,MTE-7004,25 Mar 2025,Closed,9465000006737226,25 Mar 2025,0.00%,"SAR 3,360.87",SAR 0.00K,SAR 0.00,"3,865.00",9465000006350932,2025-03-25 14:13:31,,122,4. 91 - 180 days,0.00,,1.00,SAR 5.00,2025-04-11 15:48:08,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007161149,MTE-6096,31 Dec 2024,Closed,9465000006043116,31 Dec 2024,0.00%,SAR 452.17,SAR 0.00K,SAR 0.00,520.00,9465000006350932,2024-12-31 11:54:04,,206,5. Above 180 days,0.00,,1.00,SAR 5.00,2025-01-05 11:39:11,SAR 0.00,SAR 0.00,invoice,Closed,
9465000010741563,MTE-6743,01 Mar 2025,Closed,9465000009318054,01 Mar 2025,0.00%,SAR 734.78,SAR 0.00K,SAR 0.00,845.00,9465000006350932,2025-03-01 20:12:45,,146,4. 91 - 180 days,0.00,,1.00,SAR 5.00,2025-03-13 19:38:49,SAR 0.00,SAR 0.00,invoice,Closed,
9465000006245105,MTE-5808,26 Nov 2024,Closed,9465000000107469,26 Nov 2024,0.00%,SAR 137.50,SAR 0.00K,SAR 0.00,158.00,9465000000133536,2024-11-26 13:30:33,,241,5. Above 180 days,0.00,,1.00,SAR 5.00,2025-03-16 13:27:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003770091,MTE-4825,22 Sep 2024,Closed,9465000000108547,22 Sep 2024,0.00%,"SAR 1,789.57",SAR 0.00K,SAR 0.00,"2,058.00",9465000000133540,2024-09-22 21:57:18,9465000003665982,306,5. Above 180 days,0.00,,1.00,SAR 5.00,2024-10-26 15:59:58,SAR 0.00,SAR 0.00,invoice,Closed,
9465000006851620,MTE-5968,19 Dec 2024,Closed,9465000006043116,19 Dec 2024,0.00%,SAR 179.13,SAR 0.00K,SAR 0.00,206.00,9465000006350932,2024-12-19 18:41:20,,218,5. Above 180 days,0.00,,1.00,SAR 5.00,2025-01-05 10:48:35,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014417916,MTE-7540,07 May 2025,Closed,9465000000104829,07 May 2025,0.00%,SAR 44.35,SAR 0.00K,SAR 0.00,51.00,9465000000133538,2025-05-07 13:04:59,,79,3. 61 - 90 days,0.00,,1.00,SAR 4.00,2025-05-15 08:36:37,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016122889,MTE-8098,09 Jun 2025,Closed,9465000009755421,09 Jun 2025,0.00%,SAR 177.39,SAR 0.00K,SAR 0.00,204.00,9465000006350932,2025-06-09 18:25:06,,46,2. 31 - 60 days,0.00,,1.00,SAR 4.00,2025-06-14 12:35:43,SAR 0.00,SAR 0.00,invoice,Closed,
9465000000141529,MTE-4073,04 Aug 2024,Closed,9465000000104697,04 Aug 2024,0.00%,SAR 329.29,SAR 0.00K,SAR 0.00,379.00,9465000000133538,2024-08-04 17:26:41,,355,5. Above 180 days,0.00,,1.00,SAR 4.00,2024-08-05 23:37:01,SAR 0.00,SAR 0.00,invoice,Closed,
9465000007797821,MTE-6222,12 Jan 2025,Closed,9465000006043116,12 Jan 2025,0.00%,"SAR 1,177.38",SAR 0.00K,SAR 0.00,"1,354.00",9465000006350932,2025-01-12 16:28:29,,194,5. Above 180 days,0.00,,1.00,SAR 4.00,2025-02-01 08:42:02,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003462116,MTE-4602,11 Sep 2024,Closed,9465000000107777,11 Sep 2024,0.00%,SAR 751.32,SAR 0.00K,SAR 0.00,864.00,9465000000133536,2024-09-11 13:24:13,,317,5. Above 180 days,0.00,,1.00,SAR 4.00,2024-09-21 13:19:55,SAR 0.00,SAR 0.00,invoice,Closed,
9465000019347220,MTE-8523,06 Jul 2025,Closed,9465000006043116,06 Jul 2025,0.00%,SAR 686.08,SAR 0.00K,SAR 0.00,789.00,9465000006350932,2025-07-06 11:39:13,,19,1. 0 - 30 days,0.00,,1.00,SAR 4.00,2025-07-17 14:35:20,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017661330,MTE-8343,23 Jun 2025,Closed,9465000006741162,23 Jun 2025,0.00%,SAR 664.34,SAR 0.00K,SAR 0.00,764.00,9465000006350932,2025-06-23 19:06:06,,32,2. 31 - 60 days,0.00,,1.00,SAR 4.00,2025-07-05 12:38:13,SAR 0.00,SAR 0.00,invoice,Closed,
9465000012244176,MTE-6990,24 Mar 2025,Closed,9465000006736932,24 Mar 2025,0.00%,SAR 633.06,SAR 0.00K,SAR 0.00,728.00,9465000006350932,2025-03-24 20:48:11,,123,4. 91 - 180 days,0.00,,1.00,SAR 4.00,2025-04-11 15:39:14,SAR 0.00,SAR 0.00,invoice,Closed,
9465000006231330,MTE-5804,25 Nov 2024,Closed,9465000000106479,25 Nov 2024,0.00%,"SAR 1,412.99",SAR 0.00K,SAR 0.00,"1,625.00",9465000000133536,2024-11-25 17:30:29,,242,5. Above 180 days,0.00,,1.00,SAR 4.00,2025-01-18 12:30:47,SAR 0.00,SAR 0.00,invoice,Closed,
