Item ID,Item Name,Status,Purchase Account,Sales Account,Type,Purchase Price,Usage unit,Sales Price,Tax ID,Returnable Items,Last Modified Time,Created Time
9465000013078292,ITTIFAQ BROWN CORN RICE 20X500gm,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 0.00,9465000000007061,Yes,2025-06-24 15:02:08,2025-04-03 14:36:34
9465000004930313,BANGO KECAP MANIS HITAM GURIH 12X550GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 16:32:21
9465000000071561,LABNA TURKEY/لبنة تركي,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 155.00,9465000000007061,Yes,2024-12-03 09:56:36,2024-07-31 16:41:32
9465000010104470,ALRAI CHOCOLATE MILK 200ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C6P,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-02-24 10:15:28
9465000004930768,MI ABC CUP HOT GULAI CHICKEN 24X60GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:47:20
9465000016740024,MAMIA COCONUT MILK 24X400ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-01 12:29:41,2025-06-10 12:43:59
9465000004930458,POTABEE GRILLED SEAWEED 18X120GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C18P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:02:39
9465000015811574,ENGINE OIL 10 LTR/زيت المحرك,Active,9465000000000443,9465000000000350,item,SAR 0.00,PCS,SAR 0.00,9465000000007061,Yes,2025-07-13 17:06:41,2025-05-29 14:23:10
9465000000073076,MASCULAR BALM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C100P,SAR 40.00,9465000000007061,Yes,2024-07-31 16:51:54,2024-07-31 16:41:42
9465000010104358,ALRAI MILK 125ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-02-24 10:08:43
9465000000074546,NATADECOCO GRAPE DRINK 24X330ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 1.00,9465000000007061,Yes,2025-07-08 14:31:44,2024-07-31 16:41:53
9465000004930619,D.P CHILLY &CHEESY CORN CURLS FLAVOR 40X25GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C40P,SAR 0.00,9465000000007061,Yes,2025-01-19 13:13:38,2024-10-21 17:36:20
9465000004930749,MI ABC CUP GORENG 24X60GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-02 09:53:26,2024-10-21 17:46:03
9465000004930359,POTABEE GRILLED SEAWEED 30X68GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-01-19 12:15:27,2024-10-21 16:58:34
9465000000074846,OASES JASMINE RICE 4PCSX10KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:08,2024-07-31 16:41:55
9465000000081338,ZAZZY GUMMY CANDY 8X24X40GM/حلوى زازي الجيلي,Active,,9465000000000350,item,SAR 0.00,C8P,SAR 245.00,9465000000007061,Yes,2024-07-31 16:53:01,2024-07-31 16:42:43
9465000004930657,D.P POTATO CHIPS VEGETABLE FLAVOR 48X18GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C48P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:38:29
9465000000081116,YASM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:59,2024-07-31 16:42:41
9465000007167457,KINZA CITRUS 30X250ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-07-23 09:33:48,2024-12-31 19:54:58
9465000000080756,WARDA AL MAS RICE 4X10KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:56,2024-07-31 16:42:39
9465000008990937,MAZOLA CORN OIL 2X10LTR,Active,9465000000000443,9465000000000350,item,SAR 0.00,TIN,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-02-01 14:39:06
9465000000070286,KETCHUP SHAFRATH HALAWANI,Active,9465000000000443,9465000000000350,item,SAR 0.00,C80P,SAR 48.00,9465000000007061,Yes,2025-07-23 09:33:46,2024-07-31 16:41:22
9465000000079151,TEST,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:43,2024-07-31 16:42:27
9465000000079031,TEA WAZZA/شاي الوزة,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 269.57,9465000000007061,Yes,2024-07-31 16:52:42,2024-07-31 16:42:26
9465000019542159,NAZ COCONUT JUICE 24X330ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-24 10:49:02,2025-07-09 13:34:43
9465000014417989,TROPICAL GARDEN BASIL SEED BLUBERRY 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-02 09:53:26,2025-05-07 13:48:24
9465000000064796,BEANS 24X400GM/فاصوليا,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 47.83,9465000000007061,Yes,2025-06-23 12:30:05,2024-07-31 16:40:43
9465000007167436,KINZA PEPSI 30X250ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-07 12:54:55,2024-12-31 19:54:24
9465000007167499,KIZA SEVEN UP 30X250ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-07 12:54:55,2024-12-31 19:57:27
9465000005219142,GINISANG ALAMANG 24X400ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-31 16:52:27
9465000004930542,D.P CHEESY CORN STICK 60X15GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C60P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:29:43
9465000000066566,COFFEE KAPAL API DRIP BRAZIL 20X5X10GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 1.00,9465000000007061,Yes,2024-07-31 16:51:01,2024-07-31 16:40:56
9465000000065381,BROWN FLOUR 45KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 25.00,9465000000007061,Yes,2025-07-20 17:26:12,2024-07-31 16:40:47
9465000014625563,RICE STICK MAKATI 30X200GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-09 13:47:19,2025-05-13 13:12:43
9465000000072791,MANILA ME,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:51:51,2024-07-31 16:41:40
9465000014512018,OIL MARIETTA 17 LTR,Active,9465000000000443,9465000000000350,item,SAR 0.00,TIN,SAR 0.00,9465000000007061,Yes,2025-05-20 10:08:35,2025-05-09 17:35:05
9465000000063491,1000 SADIA CHICKEN,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 143.00,9465000000007061,Yes,2025-01-20 13:52:12,2024-07-31 16:40:33
9465000000063926,AFTA BASMATI 1121 LONG GRAIN GOLDEN SELLA RICE 5KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2025-06-07 12:17:40,2024-07-31 16:40:37
9465000017153778,V FRESH COCONUT MILK MANGO 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-24 10:49:01,2025-06-18 15:30:11
9465000013424193,BASIL SEED PAPPAYA 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-04-14 23:15:30,2025-04-13 14:42:56
9465000000063866,ABU FARHANA GOLDEN BASMATI RICE 40KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 222.00,9465000000007061,Yes,2025-06-07 12:17:40,2024-07-31 16:40:36
9465000014124611,SEB DUMMY STOCK,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-07-23 15:51:29,2025-04-29 13:56:02
9465000000065156,BLUEBERRY JELLY 12X30/جيلي التوت الأزرق,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 156.52,9465000000007061,Yes,2024-07-31 16:50:49,2024-07-31 16:40:46
9465000009000591,DELMONTE PINEAPPLE JUICE PHILIP 24X240ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-23 12:36:08,2025-02-01 17:07:24
9465000000078866,SWEET CHILLI SAUCE MACHOY 12X725ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 1.00,9465000000007061,Yes,2025-04-02 00:46:53,2024-07-31 16:42:25
9465000010193633,MOGU MOGU COTTON CANDY 60X100GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C60P,SAR 0.00,9465000000007061,Yes,2025-06-09 15:28:54,2025-02-25 12:00:20
9465000000075761,PUCK CREAM CHEES 6X500GM /جبن بوك كريم,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 65.00,9465000000007061,Yes,2025-07-23 09:33:42,2024-07-31 16:42:02
9465000000078371,STIVANA/سكر دايت,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 130.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-07-31 16:42:22
9465000004930223,BANGO KECAP MANIS 12X540GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 15:49:14
9465000004930676,D.P POTATO TWIST SALT&VINEGAR FLAVOR 48X18GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C48P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:39:43
9465000010517680,NESCAFE CAPPUCCINO12X30+5GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-03-09 13:31:48,2025-02-27 15:27:32
9465000017153801,V FRESH COCONUT MILK MELON 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-23 07:50:34,2025-06-18 15:31:52
9465000000070406,KISHTHA PUCK/قشطة بوك,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 106.96,9465000000007061,Yes,2025-06-23 09:48:19,2024-07-31 16:41:23
9465000004930477,D.P CRISPY CORN CURLS CHEESE FLAVOR 60X15GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C60P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:26:45
9465000000067076,CREAM CHEES 900gx6 /جبن كريم,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2024-07-31 16:51:05,2024-07-31 16:40:59
9465000017676923,BLEST BLACK CORN RICE 20X500GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 0.00,9465000000007061,Yes,2025-06-24 10:36:53,2025-06-24 10:22:10
9465000000068006,DUA BELIBIS CHILI SAUSE (SACHET)20x24x9GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 1.00,9465000000007061,Yes,2025-06-23 16:21:51,2024-07-31 16:41:06
9465000004930378,POTABEE SALTED EGG 30X68GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 16:59:07
9465000007827859,BABROONI 20X500GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-01-13 19:04:54
9465000000068036,EAGLE GREEN BALM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C140P,SAR 40.00,9465000000007061,Yes,2024-07-31 16:51:13,2024-07-31 16:41:06
9465000000068261,FETA CHEESE/جبن أبيض مالح,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 160.00,9465000000007061,Yes,2024-07-31 16:51:14,2024-07-31 16:41:08
9465000016813005,BORDON CORNED BEEF 24X340GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-06-11 13:22:37
9465000004930600,D.P CRISPY CORN CURLS CHEESE FLAVOR 40X25GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C40P,SAR 0.00,9465000000007061,Yes,2025-01-19 13:13:38,2024-10-21 17:35:23
9465000004930435,POTABEE BEEF BBQ 18X120GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C18P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:01:51
9465000007032217,PEANUT BUTTER,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 70.00,9465000000007061,Yes,2025-07-20 17:26:12,2024-12-23 17:25:14
9465000019633639,JUBNA MUSTHANEER 16KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,TIN,SAR 0.00,9465000000007061,Yes,2025-07-20 17:26:12,2025-07-12 09:26:22
9465000003231181,MY BISCUIT,Active,9465000000000443,9465000000000350,item,SAR 0.00,PCS,SAR 0.00,9465000000007061,Yes,2024-09-24 11:41:05,2024-09-03 15:06:39
9465000001006593,Test,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 0.00,9465000000007061,Yes,2024-08-10 20:47:05,2024-08-10 18:47:55
9465000010517659,COFFE ARABIAN  12X20X3GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-02-27 15:25:26
9465000000069446,hj,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:51:24,2024-07-31 16:41:16
9465000000081329,ZAMBOANGA FISH FLAVORED HOT&SPICY 40X100GM,Active,,9465000000000350,item,SAR 0.00,C40P,SAR 132.00,9465000000007061,Yes,2024-07-31 16:53:01,2024-07-31 16:42:43
9465000020001843,PINOY BASIL SEED LYCHEE 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-19 10:38:48,2025-07-17 18:00:28
9465000020001893,PINOY BASIL SEED POMEGRANATE 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-19 10:38:48,2025-07-17 18:01:10
9465000013078271,ITTIFAQ BLACK CORN RICE 20X500gm,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-04-03 14:28:38
9465000015311354,TROPICAL GARDEN BASIL SEED HONEY 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-05-17 12:20:36
9465000000080366,VAN,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:53,2024-07-31 16:42:36
9465000000079286,Tips,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:44,2024-07-31 16:42:28
9465000017366711,PAPER BAG NO 9 BRAZIL BROWN,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-07-17 14:27:18,2025-06-22 21:07:05
9465000000078596,SUNFLOWER OIL 17LTR/زيت دوار الشمس,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 100.00,9465000000007061,Yes,2024-07-31 16:52:38,2024-07-31 16:42:23
9465000000076601,RUANA,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:52:22,2024-07-31 16:42:08
9465000010013820,DENAVIS COCONUT WATER 24X500ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-02 09:53:26,2025-02-22 15:59:40
9465000000073061,MARYAM BODY LOTION 40ML×12×12 ORIGINAL LULU GALLERY,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 180.00,9465000000007061,Yes,2024-07-31 16:51:53,2024-07-31 16:41:42
9465000000068501,FOOL SERIAN RECIEPE/فلول خلطة سرية,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 75.65,9465000000007061,Yes,2025-07-14 15:22:07,2024-07-31 16:41:10
9465000000071651,LAMB TAIL FAT,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 30.00,9465000000007061,Yes,2024-07-31 16:51:42,2024-07-31 16:41:32
9465000019542184,COOL&FRESH BASIL SEED COCONUT WATER 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-10 11:00:23,2025-07-09 13:36:20
9465000019696185,DELMONTE TOMATO SAUCE 48X250GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C48P,SAR 0.00,9465000000007061,Yes,2025-07-17 16:14:58,2025-07-13 15:00:19
9465000004930722,MI ABC CUP CHICKEN CURRY 24X60GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:44:06
9465000016810952,BORDON CORNED BEEF 24X198GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-24 12:41:57,2025-06-11 13:22:05
9465000004930294,BANGO KECAP MANIS LESS SUGAR 12X520GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 0.00,9465000000007061,Yes,2025-07-24 10:33:36,2024-10-21 16:30:46
9465000004930561,D.P CHILII&CHEESY CORN STICK 60X15GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C60P,SAR 0.00,9465000000007061,Yes,2025-01-19 13:13:38,2024-10-21 17:30:26
9465000004930275,BANGO KECAP 12X720GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 16:29:19
9465000005001081,ANCHOR CHEESE 6X900GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-07-20 14:34:57,2024-10-24 13:45:09
9465000000080306,VALLEY FRESH LITCHY 24X330ML/فالي فريش عصير مشروب,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 50.00,9465000000007061,Yes,2025-03-15 12:08:46,2024-07-31 16:42:36
9465000000070391,KISHTA LUNA 48X155GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 101.74,9465000000007061,Yes,2025-07-21 08:01:24,2024-07-31 16:41:23
9465000007167478,KINZA ORANGE 30X250ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-28 16:03:09,2024-12-31 19:56:30
9465000004930332,POTABEE BEEF BBQ 30X68GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 16:57:32
9465000004930504,D.P CHILLI&CHEESY CORN CURLS FLAVOR 60X15GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C60P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 17:28:09
9465000000067916,Discount,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-06-23 16:21:51,2024-07-31 16:41:05
9465000000074741,NESCAFE CLASSIC 24X95GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 250.43,9465000000007061,Yes,2024-07-31 16:52:07,2024-07-31 16:41:55
9465000018831151,AFTA TAPIOCA POWDER 20X500GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C20P,SAR 0.00,9465000000007061,Yes,2025-07-24 09:07:51,2025-07-02 13:41:36
9465000013883776,MILK AL MARAI 12X1LTR,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 45.00,9465000000007061,Yes,2025-04-23 17:16:18,2025-04-23 17:16:18
9465000000066056,CHOCHO CHOCOLATE,Active,9465000000000443,9465000000000350,item,SAR 0.00,C100P,SAR 6.00,9465000000007061,Yes,2024-07-31 16:50:56,2024-07-31 16:40:52
9465000003231164,MIX MURUKU BIG,Active,9465000000000443,9465000000000350,item,SAR 0.00,PCS,SAR 0.00,9465000000007061,Yes,2024-09-24 11:41:05,2024-09-03 15:05:09
9465000013424214,TROPICAL SOUR SOUP DRINK 24X330ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 53.00,9465000000007061,Yes,2025-07-02 09:53:26,2025-04-13 14:45:30
9465000000074366,MUSIC JOY CANDY 12X24X25GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C12P,SAR 131.25,9465000000007061,Yes,2024-07-31 16:52:04,2024-07-31 16:41:52
9465000000079781,TUNA BUTAN 48X185GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C48P,SAR 254.78,9465000000007061,Yes,2025-07-23 16:14:48,2024-07-31 16:42:32
9465000000069626,HUMMUS WITH TAHINI,Active,9465000000000443,9465000000000350,item,SAR 0.00,C48P,SAR 97.70,9465000000007061,Yes,2025-06-07 12:17:40,2024-07-31 16:41:18
9465000000077441,SHAWARMA CHICKEN NOOR 4X2.50KG,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 155.00,9465000000007061,Yes,2025-04-27 11:15:23,2024-07-31 16:42:15
9465000000070421,KISHTHA SALIM/قشطة سالم,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 78.26,9465000000007061,Yes,2025-06-16 05:09:54,2024-07-31 16:41:23
9465000017153824,V FRESH COCONUT MILK STRAWBERRY 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-24 10:49:01,2025-06-18 15:32:40
9465000020001918,FALOODA DRINK ROSE REWO 24X290ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-23 07:49:21,2025-07-17 18:02:57
9465000010104085,MILK POWDER 25 KG/حليب بودرة 25 كجم,Active,9465000000000443,9465000000000350,item,SAR 0.00,BAG,SAR 0.00,9465000000007061,Yes,2025-03-09 12:16:58,2025-02-24 09:57:09
9465000004930397,POTABEE MELTED CHEESE STEAK 30X57GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C30P,SAR 0.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-10-21 16:59:55
9465000000080396,VCUT SPICY BBQ 50PCS*60GM*,Active,9465000000000443,9465000000000350,item,SAR 0.00,C50P,SAR 150.00,9465000000007061,Yes,2025-06-23 13:53:48,2024-07-31 16:42:36
9465000000068936,ggggg,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 1.00,9465000000007061,Yes,2024-07-31 16:51:20,2024-07-31 16:41:13
9465000010104533,ALRAI JUICE ASSORTED 125ML,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 0.00,9465000000007061,Yes,2025-06-23 12:30:05,2025-02-24 10:16:50
9465000000078431,SUGAR SHAFRATH 2000PCS,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 60.00,9465000000007061,Yes,2024-07-31 16:52:37,2024-07-31 16:42:22
9465000000080351,VALLEY FRESH SOUR SOUP 24X330ML/,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 50.00,9465000000007061,Yes,2024-07-31 16:52:53,2024-07-31 16:42:36
9465000007113187,MAMA SITA KARA KARE 3X24X57GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C3(RPT),SAR 0.00,9465000000007061,Yes,2025-06-23 18:46:41,2024-12-28 15:52:53
9465000000069536,HONEY PORTION WADI NAHLA 200X30GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 89.56,9465000000007061,Yes,2024-08-09 15:30:17,2024-07-31 16:41:17
9465000004930806,MI ABC CUP BEEF 24X60GM,Active,9465000000000443,9465000000000350,item,SAR 0.00,C24P,SAR 0.00,9465000000007061,Yes,2025-07-04 14:14:02,2024-10-21 17:48:42
9465000000079496,TRIANGLE CHEES AL MARAI 24X120GM /جبن مثلث,Active,9465000000000443,9465000000000350,item,SAR 0.00,CTN,SAR 63.48,9465000000007061,Yes,2025-06-23 13:53:48,2024-07-31 16:42:30
