Customer ID,Customer Name,Display Name,Status,Created Time,Company Name,First Name,Last Name,Last Modified Time,Customer Number,Customer Owner ID
9465000016903887,Aswak Dhurra,Aswak Dhurra,Active,2025-06-14 20:26:25,,,,2025-06-14 20:26:25,CS-825,9465000015598322
9465000016903843,Thanveenat Zahra,Thanveenat Zahra,Active,2025-06-14 19:51:05,,,,2025-06-14 19:51:05,CS-824,9465000015598322
9465000016916691,Thamveenath Doha,Thamveenath Doha,Active,2025-06-14 18:02:13,,,,2025-06-14 18:02:13,CS-823,9465000015598322
9465000016916425,YEMANI BOOFIA,YEMANI BOOFIA,Active,2025-06-14 15:57:35,,,,2025-06-14 15:57:35,CS-822,9465000006136989
9465000016916389,SUFIYATH SOORI,SUFIYATH SOORI,Active,2025-06-14 15:56:18,,,,2025-06-14 15:56:18,CS-821,9465000006136989
9465000016916353,SAM SAM BOOFIA,SAM SAM BOOFIA,Active,2025-06-14 15:55:43,,,,2025-06-14 15:55:43,CS-820,9465000006136989
9465000016868491,SAMI RASHID,SAMI RASHID,Active,2025-06-14 12:25:53,,,,2025-06-14 12:25:53,CS-819,9465000015554301
9465000016836417,Thamveenath Saham Al Aseel,Thamveenath Saham Al Aseel,Active,2025-06-12 20:54:55,,,,2025-06-12 20:54:55,CS-818,9465000015598322
9465000016828398,Thamveenath Jazeera Dhaban,Thamveenath Jazeera Dhaban,Active,2025-06-12 20:13:44,,,,2025-06-12 20:13:44,CS-817,9465000015598322
9465000016828362,Binzagr Combani,Binzagr Combani,Active,2025-06-12 19:12:15,,,,2025-06-12 19:12:15,CS-816,9465000015598322
9465000016828350,Thamveenath Marjan Dahaban,Thamveenath Marjan Dahaban,Active,2025-06-12 18:31:45,,,,2025-06-12 18:31:45,CS-815,9465000015598322
9465000016821001,Trolleys Mart,Trolleys Mart,Active,2025-06-11 19:48:35,,,,2025-06-11 19:48:35,CS-814,9465000015598322
9465000016817220,Al Huda Mini Market,Al Huda Mini Market,Active,2025-06-11 18:23:10,,,,2025-06-11 18:23:10,CS-813,9465000015598322
9465000016817023,Thawmeenath Yaseen,Thawmeenath Yaseen,Active,2025-06-11 15:23:23,,,,2025-06-11 15:23:23,CS-812,9465000000096828
9465000016813278,Huda Al Abeer  Super Market,Huda Al Abeer  Super Market,Active,2025-06-11 13:29:25,,,,2025-06-11 13:29:25,CS-811,9465000015598322
9465000016787371,Kursi ya Thamveenath,Kursi ya Thamveenath,Active,2025-06-10 23:19:52,,,,2025-06-10 23:20:28,CS-810,9465000015598322
9465000016787014,HAMDANIYA STORE,HAMDANIYA STORE,Active,2025-06-10 20:48:53,,,,2025-06-10 20:48:53,CS-809,9465000015598322
9465000016356153,MAJEED BAI/تموينات مشاعل عبيد عبدان الرشيدي للمواد الغذائية,MAJEED BAI/تموينات مشاعل عبيد عبدان الرشيدي للمواد الغذائية,Active,2025-06-09 10:51:49,,,,2025-06-09 10:51:49,CS-808,9465000006136989
9465000016075995,لتاجير المفروشات لصاحبة عبد اللهمحمد الزهراني,لتاجير المفروشات لصاحبة عبد اللهمحمد الزهراني,Active,2025-06-04 15:58:36,,,,2025-06-04 15:58:36,CS-807,9465000000096758
9465000016074330,MUSBAH AL-HARA EST,MUSBAH AL-HARA EST,Active,2025-06-04 09:40:06,,,,2025-06-04 09:40:06,CS-806,
9465000016014520,ALSALM STORE,ALSALM STORE,Active,2025-06-03 14:32:18,ALSALM STORE,,ALSALM STORE,2025-06-03 14:32:18,CS-805,9465000000096828
9465000016012523,DHARABAL IMTHIHAS,DHARABAL IMTHIHAS,Active,2025-06-02 16:37:48,,,,2025-06-02 16:37:48,CS-804,
9465000015861581,ROUDA BOOFIA,ROUDA BOOFIA,Active,2025-05-31 14:35:04,,,,2025-05-31 14:35:04,CS-803,9465000006136989
9465000015861545,TALAL SHAMIL HOTEL,TALAL SHAMIL HOTEL,Active,2025-05-31 14:34:27,,,,2025-05-31 14:34:27,CS-802,9465000006136989
9465000015861511,ROUDA BAKALA,ROUDA BAKALA,Active,2025-05-31 14:33:37,,,,2025-05-31 14:33:37,CS-801,9465000006136989
9465000015823767,Naaji,Naaji,Active,2025-05-31 08:10:35,,,,2025-05-31 08:10:35,CS-800,9465000015598322
9465000015766986,B2,B2,Active,2025-05-29 21:43:47,,,,2025-05-29 21:43:47,CS-799,9465000015598322
9465000015811338,Ahuvan Al Safa,Ahuvan Al Safa,Active,2025-05-29 13:25:58,,,,2025-05-29 13:25:58,CS-798,9465000015598322
9465000015766679,Ahuvan,Ahuvan,Active,2025-05-29 13:23:39,,,,2025-05-29 13:23:39,CS-797,9465000015598322
9465000015809288,HAVAR FOOD SUPPLIES/تموينات هوار للمواد الغذائية,HAVAR FOOD SUPPLIES/تموينات هوار للمواد الغذائية,Active,2025-05-29 11:33:32,HAVAR FOOD SUPPLIES RABIGH,,,2025-06-03 16:50:07,CS-796,9465000000096758
9465000015766483,Thahir Bakala Abhor,Thahir Bakala Abhor,Active,2025-05-28 21:23:10,,,,2025-05-28 21:23:10,CS-795,9465000015598322
9465000015764915,Thahir Bakala,Thahir Bakala,Active,2025-05-28 21:17:44,,,,2025-05-28 21:17:44,CS-794,9465000015598322
9465000015764877,TAMWEENAT ALKAHAIR  FAISALIYA,TAMWEENAT ALKAHAIR  FAISALIYA,Active,2025-05-28 18:18:00,TAMWEENAT ALKAHAIR  FAISALIYA,,,2025-05-28 18:18:00,CS-793,9465000000096828
9465000015766017,Thamveenath Al Sudas,Thamveenath Al Sudas,Active,2025-05-28 15:09:20,,,,2025-05-28 15:09:20,CS-792,9465000015598322
9465000015621999,Salam Mini Mart,Salam Mini Mart,Active,2025-05-28 12:35:00,,,,2025-05-28 12:35:00,CS-791,9465000015598322
9465000015621936,Nujoom Bakala,Nujoom Bakala,Active,2025-05-28 11:26:06,,,Nujoom Bakala,2025-05-28 11:26:06,CS-790,9465000015598322
9465000015621924,Jawahar Bakala,Jawahar Bakala,Active,2025-05-28 09:11:46,,,,2025-05-28 09:11:46,CS-789,9465000015598322
9465000015764074,Vvv,Vvv,Active,2025-05-28 09:04:53,,,,2025-05-28 09:04:53,CS-788,9465000015598322
9465000015761999,Bakala  Baraka,Bakala  Baraka,Active,2025-05-28 08:59:55,,,,2025-05-28 08:59:55,CS-787,9465000015598322
9465000015621805,BAKALATH AL IKHAWAN,BAKALATH AL IKHAWAN,Active,2025-05-27 17:02:13,,,,2025-05-27 17:02:13,CS-786,9465000015598322
9465000015637946,MAAA NAMSHEE,MAAA NAMSHEE,Active,2025-05-27 14:11:21,,,,2025-05-27 14:11:21,CS-785,9465000015554301
9465000015610949,ABUSALAH (SUKARIYATH),ABUSALAH (SUKARIYATH),Active,2025-05-26 15:47:07,,,,2025-05-26 15:47:07,CS-784,
9465000015577744,H,H,Active,2025-05-26 13:54:12,,,,2025-05-26 13:54:12,CS-783,9465000015598322
9465000015577700,Hhh,Hhh,Active,2025-05-26 13:30:56,,,,2025-05-26 13:30:56,CS-782,9465000015598322
9465000015577678,Qqq,Qqq,Active,2025-05-26 13:28:30,,,,2025-05-26 13:28:30,CS-781,9465000015598322
9465000015599981,Ccc,Ccc,Active,2025-05-26 13:25:23,,,,2025-05-26 13:25:23,CS-780,9465000015598322
9465000015598637,EXPIRE (RASHID),EXPIRE (RASHID),Active,2025-05-26 10:29:03,,,,2025-05-26 11:23:41,CS-779,9465000015554301
9465000015577543,AAA,AAA,Active,2025-05-26 10:25:22,,,,2025-05-26 10:25:22,CS-778,9465000015598322
9465000015577531,Cccccc,Cccccc,Active,2025-05-26 10:22:28,,,,2025-05-26 10:22:28,CS-777,9465000015598322
9465000015598625,Bbbbb,Bbbbb,Active,2025-05-26 10:20:00,,,,2025-05-26 10:20:00,CS-776,9465000015598322
9465000015577517,AAAAA,AAAAA,Active,2025-05-26 10:18:51,,,,2025-05-26 10:18:51,CS-775,9465000015598322
9465000015554352,BANUZY,BANUZY,Active,2025-05-24 11:09:54,,,,2025-05-24 11:10:18,CS-774,9465000015554301
9465000015554340,GADHEER CC,GADHEER CC,Active,2025-05-24 11:06:26,,,,2025-05-24 11:11:36,CS-773,9465000015554301
9465000015554326,BAKALATHUL ZAHARATH/بقالة زهوه حجم غازي الرشيدي للمواد الغذائية,BAKALATHUL ZAHARATH/بقالة زهوه حجم غازي الرشيدي للمواد الغذائية,Active,2025-05-24 11:04:16,,,,2025-05-26 11:23:26,CS-772,9465000015554301
9465000015554314,MESSI,MESSI,Active,2025-05-24 11:00:20,,,,2025-05-26 11:23:12,CS-771,9465000015554301
9465000015545797,BIDHA CHACHA AFGHANI,BIDHA CHACHA AFGHANI,Active,2025-05-24 09:11:11,,,,2025-06-27 15:43:05,CS-770,9465000006136989
9465000015545763,BAKALA RASA,BAKALA RASA,Active,2025-05-24 09:10:28,,,,2025-05-24 09:10:28,CS-769,9465000006136989
9465000015507722,Almunajem Foods Company,Almunajem Foods Company,Active,2025-05-21 10:35:10,,,,2025-05-26 11:08:52,CS-768,9465000015554301
9465000015448831,Niya Market,Niya Market,Active,2025-05-20 12:56:49,Niya Market,,,2025-05-20 12:56:49,CS-767,9465000000096828
9465000015473706,AL SHAFI/مركز ومخبز الشاطئ للتسويق,AL SHAFI/مركز ومخبز الشاطئ للتسويق,Active,2025-05-20 09:55:09,,,,2025-05-26 11:08:35,CS-766,9465000015554301
9465000015453236,Hamza supermarket,Hamza supermarket,Active,2025-05-19 20:10:07,Hamza supermarket,,,2025-05-19 20:10:07,CS-765,9465000000096828
9465000015353925,BOOFIYA RIMAAN GOLD,BOOFIYA RIMAAN GOLD,Active,2025-05-18 10:58:47,,,,2025-05-18 10:58:53,CS-764,9465000006136989
9465000015326774,JAZARUL ITHIFAQ/ﺪﺣاو ﺺﺨﺷ ﺔﻛﺮﺷ ﺔﻳرﺎﺠﺘﻟا قﺎﻔﺗﻹا رﺰﺟ ﺔﻛﺮﺷ,JAZARUL ITHIFAQ/ﺪﺣاو ﺺﺨﺷ ﺔﻛﺮﺷ ﺔﻳرﺎﺠﺘﻟا قﺎﻔﺗﻹا رﺰﺟ ﺔﻛﺮﺷ,Active,2025-05-17 16:19:49,,,,2025-05-26 11:08:17,CS-763,9465000015554301
9465000014688068,HAQAYARAFOF,HAQAYARAFOF,Active,2025-05-14 13:52:21,HAQAYARAFOF,,,2025-05-14 13:52:21,CS-762,9465000000096828
9465000014577248,BURJ RISALA/شركة برج الرسالة للتجارة,BURJ RISALA/شركة برج الرسالة للتجارة,Active,2025-05-12 12:22:34,,,,2025-05-26 11:11:56,CS-761,9465000015554301
9465000014562905,AVAN/شركة أوان الود المحدودة,AVAN/شركة أوان الود المحدودة,Active,2025-05-12 08:36:46,,,,2025-05-26 11:07:41,CS-760,9465000015554301
9465000014556250,MATHAM HAYA BUKHARI,MATHAM HAYA BUKHARI,Active,2025-05-10 20:19:09,,,,2025-05-10 20:19:09,CS-759,9465000006136989
9465000014487658,DURAT AL BATHA UMLOOJ,DURAT AL BATHA UMLOOJ,Active,2025-05-07 14:35:14,,,,2025-05-26 11:07:04,CS-758,9465000015554301
9465000014410029,BAQALA ASMAH MUHAMMED SALIM (HAMEEMA),BAQALA ASMAH MUHAMMED SALIM (HAMEEMA),Active,2025-05-06 12:03:29,,,,2025-05-06 12:03:29,CS-757,9465000006136989
9465000014410017,HAYATH KHALID EST/خیاط خالد ناصر صعفق العنزي للخياطة الرجال,HAYATH KHALID EST/خیاط خالد ناصر صعفق العنزي للخياطة الرجال,Active,2025-05-06 11:52:41,,,,2025-05-06 11:52:41,CS-756,9465000006136989
9465000014390133,AL AFZAL BAK AL ARABIA TRD CO.,AL AFZAL BAK AL ARABIA TRD CO.,Active,2025-05-04 15:37:12,,,,2025-05-04 15:37:12,CS-754,
9465000014305069,HAMEED EST/مؤسسة حميده حمود ابن علي العامري لتقديم المشروبات,HAMEED EST/مؤسسة حميده حمود ابن علي العامري لتقديم المشروبات,Active,2025-05-03 08:27:34,,,,2025-05-26 11:06:51,CS-753,9465000015554301
9465000014276352,MUASASA KHULOOD KHALID SULAIMAN UMAREE,MUASASA KHULOOD KHALID SULAIMAN UMAREE,Active,2025-04-30 16:51:57,,,,2025-05-26 11:06:35,CS-752,9465000015554301
9465000014260213,GHADEER KHALED ABDUL AZIZ HASAWI TRADING EST,GHADEER KHALED ABDUL AZIZ HASAWI TRADING EST,Active,2025-04-30 12:17:13,,,,2025-04-30 12:17:13,CS-751,
9465000014034795,BAKALA SAMA /تموينات سما العدوة للمواد الغذائية,BAKALA SAMA /تموينات سما العدوة للمواد الغذائية,Active,2025-04-28 10:47:02,,,,2025-04-29 10:22:02,CS-750,9465000006136989
9465000013922117,BESTY SUPER MARKET,BESTY SUPER MARKET,Active,2025-04-26 13:40:52,,,BESTY SUPER MARKET,2025-04-29 10:22:02,CS-749,9465000000096828
9465000013911297,SAMA AL AHLAM TRD EST/مؤسسة سما الاحلام التجارية,SAMA AL AHLAM TRD EST/مؤسسة سما الاحلام التجارية,Active,2025-04-24 14:43:43,,,,2025-05-26 11:06:18,CS-748,9465000015554301
9465000013911264,MARVAN/مؤسسة محمد عادل محمد عبد الجواد علام للتجارة,MARVAN/مؤسسة محمد عادل محمد عبد الجواد علام للتجارة,Active,2025-04-24 14:41:09,,,,2025-05-26 11:06:01,CS-747,9465000015554301
9465000013878973,AL BAITH MINI MARKET,AL BAITH MINI MARKET,Active,2025-04-23 10:54:14,AL BAITH MINI MARKET,,,2025-04-29 10:21:59,CS-746,9465000000096828
9465000013881638,PIZZA SULTAN,PIZZA SULTAN,Active,2025-04-23 10:52:46,,,,2025-04-29 10:21:57,CS-745,9465000006136989
9465000013826209,OOJ COLD STORE,OOJ COLD STORE,Active,2025-04-22 09:30:28,,,,2025-05-26 11:05:46,CS-744,9465000015554301
9465000013813772,RAHMAN/بقالة ربوع الزاد للمواد الغذائية,RAHMAN/بقالة ربوع الزاد للمواد الغذائية,Active,2025-04-21 20:41:59,,,,2025-05-03 14:05:00,CS-743,9465000006136989
9465000013813604,HOTEL DABEEB YEMANI DARAGATH,HOTEL DABEEB YEMANI DARAGATH,Active,2025-04-21 14:57:14,,,,2025-04-29 10:22:05,CS-742,9465000006136989
9465000013757667,ffgfg,ffgfg,Active,2025-04-20 11:54:48,,,,2025-05-26 11:05:31,CS-741,9465000015554301
9465000013757618,abc,abc,Active,2025-04-20 11:44:18,,,,2025-04-20 11:44:18,CS-740,
9465000013766879,BAKALA AL GANDI,BAKALA AL GANDI,Active,2025-04-20 10:53:29,,,,2025-04-29 10:21:58,CS-739,
9465000013377601,Sanabil Ulifa Bd,Sanabil Ulifa Bd,Active,2025-04-13 11:23:41,,,,2025-04-29 10:21:58,CS-738,9465000006136989
9465000013384643,HAITH NEW BROAST,HAITH NEW BROAST,Active,2025-04-11 15:44:42,,,,2025-04-29 10:22:05,CS-737,9465000006136989
9465000013375141,BAKALA PASHA/بقالة زهوه حجي غازي الرشيدي للمواد الغذائية,BAKALA PASHA/بقالة زهوه حجي غازي الرشيدي للمواد الغذائية,Active,2025-04-11 13:25:20,,,,2025-05-18 17:02:43,CS-736,9465000006136989
9465000013251177,TAMWEENAT Saadh Sulimaniya,TAMWEENAT Saadh Sulimaniya,Active,2025-04-07 15:14:54,,,,2025-04-29 10:22:03,CS-735,9465000000096828
9465000013122754,شركة سرايا العرب التجارية,شركة سرايا العرب التجارية,Active,2025-04-05 08:48:00,,,,2025-05-26 11:04:52,CS-734,9465000015554301
9465000012264005,Al Munif,Al Munif,Active,2025-03-26 15:46:15,,,,2025-04-29 10:22:03,CS-733,9465000000096828
9465000012244621,شركة الهديل الدولية للتجارة,شركة الهديل الدولية للتجارة,Active,2025-03-25 11:42:28,,,,2025-04-29 10:22:00,CS-732,
9465000012239908,AMBUVAN BOOFIA,AMBUVAN BOOFIA,Active,2025-03-24 15:01:01,,,,2025-04-29 10:21:57,CS-731,9465000006136989
9465000012229746,ULAIFA BOOFIA TURKEY/ مطعم على حمد عابد الرشيدي لتقديم الوجبات,ULAIFA BOOFIA TURKEY/ مطعم على حمد عابد الرشيدي لتقديم الوجبات,Active,2025-03-22 22:37:42,,,,2025-04-29 10:21:55,CS-730,9465000006136989
9465000012204051,AL FAJER SUPER MARKET,AL FAJER SUPER MARKET,Active,2025-03-21 02:26:42,,,,2025-04-29 10:22:01,CS-729,9465000000096828
9465000012173671,Abak Shop,Abak Shop,Active,2025-03-18 22:08:44,,,,2025-04-29 10:22:04,CS-728,9465000000096828
9465000012167225,YAZEED/تموينات اليزيد توب للمواد,YAZEED/تموينات اليزيد توب للمواد,Active,2025-03-17 20:23:55,,,,2025-04-29 10:22:06,CS-727,9465000006136989
9465000011664659,AL MASJID/المسجد,AL MASJID/المسجد,Active,2025-03-17 11:05:26,,,,2025-05-26 11:04:36,CS-726,9465000015554301
9465000011664513,الكشافه/ AL KASHAFA,الكشافه/ AL KASHAFA,Active,2025-03-17 11:01:01,,,,2025-05-26 11:04:20,CS-725,9465000015554301
9465000012076539,SHAK PAKISTANI/محل افراح عبيد عيدان الرشيدي للمواد الغذائية,SHAK PAKISTANI/محل افراح عبيد عيدان الرشيدي للمواد الغذائية,Active,2025-03-16 23:38:28,,,,2025-04-29 10:22:05,CS-724,9465000006136989
9465000012076521,BASHEER SAAD/تموينات بشير سعد,BASHEER SAAD/تموينات بشير سعد,Active,2025-03-16 23:16:16,,,,2025-06-01 19:31:35,CS-723,9465000006136989
9465000012076359,SARA BAKALA/بقالة الرأس الابيض للمواد الغذائية,SARA BAKALA/بقالة الرأس الابيض للمواد الغذائية,Active,2025-03-16 16:23:39,,,,2025-04-29 10:22:01,CS-722,9465000006136989
9465000011569206,MUTHALAK/ بقالة عابد مطلق لويفي الرشيدي للمواد الغذائيةبيانات العنوان,MUTHALAK/ بقالة عابد مطلق لويفي الرشيدي للمواد الغذائيةبيانات العنوان,Active,2025-03-11 19:22:33,,,,2025-04-29 10:22:03,CS-721,9465000006136989
9465000011532607,Bakala Fiza,Bakala Fiza,Active,2025-03-09 20:55:03,,,,2025-04-29 10:22:03,CS-720,9465000006136989
9465000011531521,ANAS PLUS ASKAN/تموينات انس بلس,ANAS PLUS ASKAN/تموينات انس بلس,Active,2025-03-09 14:04:44,,,,2025-04-29 10:22:03,CS-719,9465000006136989
9465000011273599,HOTTAL THAMEES,HOTTAL THAMEES,Active,2025-03-08 23:57:08,,,,2025-04-29 10:21:57,CS-718,9465000006136989
9465000011110121,BIDHA BAKALA PAKISTANI,BIDHA BAKALA PAKISTANI,Active,2025-03-07 20:10:53,,,,2025-04-29 10:22:01,CS-717,9465000006136989
9465000010522732,TAWMEENATH BARAKA JADEEDA,TAWMEENATH BARAKA JADEEDA,Active,2025-03-02 14:05:06,,,,2025-04-29 10:22:02,CS-716,9465000000096828
9465000010517647,شركة اصايل التمنية /ASAYEL MAKKAH,شركة اصايل التمنية /ASAYEL MAKKAH,Active,2025-02-27 15:20:10,,,,2025-05-26 11:04:05,CS-715,9465000015554301
9465000010183706,Abak New,Abak New,Active,2025-02-25 15:37:10,,,,2025-04-29 10:22:05,CS-714,9465000000096828
9465000009778075,AZERI BOOFIA AL HAYTH,AZERI BOOFIA AL HAYTH,Active,2025-02-18 14:40:08,,,,2025-04-29 10:22:02,CS-713,9465000006136989
9465000009757331,KAUSAR HOTEL,KAUSAR HOTEL,Active,2025-02-17 14:42:30,,,,2025-04-29 10:21:57,CS-712,9465000006136989
9465000009757225,BAKALA NAJMATHUL MADHEENA,BAKALA NAJMATHUL MADHEENA,Active,2025-02-17 13:54:32,,,,2025-04-29 10:21:58,CS-711,9465000006136989
9465000009755421,HOTEL PAKISTAN ULAIFA,HOTEL PAKISTAN ULAIFA,Active,2025-02-16 12:27:55,,,,2025-04-29 10:22:02,CS-710,9465000006136989
